,pitcher_id,pitch_type,px,pz,stand,b_count,s_count
7931,Adam Ottavino,Slider,0.7879999999999999,2.136,R,0.0,1.0
7932,Adam Ottavino,Slider,0.499,2.717,R,1.0,1.0
7933,Adam Ottavino,4 Seam Fastball,0.7140000000000001,2.32,R,1.0,2.0
12614,CC Sabathia,Sinker,0.487,3.065,R,0.0,0.0
12615,CC Sabathia,Changeup,0.05,1.501,R,0.0,1.0
12616,CC Sabathia,Changeup,-0.095,1.375,R,0.0,2.0
12617,CC Sabathia,4 Seam Fastball,-0.175,2.408,R,0.0,0.0
12618,CC Sabathia,Sinker,-1.459,1.015,R,0.0,1.0
12619,CC Sabathia,Slider,0.269,2.576,R,1.0,1.0
12620,CC Sabathia,Sinker,-0.045,2.612,R,1.0,2.0
12621,CC Sabathia,Slider,0.213,1.6369999999999998,R,0.0,0.0
12622,CC Sabathia,Changeup,1.52,2.952,R,0.0,1.0
12623,CC Sabathia,Changeup,0.033,-0.146,R,1.0,1.0
12624,CC Sabathia,4 Seam Fastball,-0.483,2.057,R,2.0,1.0
12625,CC Sabathia,Sinker,0.506,2.146,R,2.0,2.0
12626,CC Sabathia,Slider,-0.649,1.096,R,2.0,2.0
12641,CC Sabathia,4 Seam Fastball,0.7120000000000001,2.28,R,0.0,0.0
12642,CC Sabathia,Sinker,0.703,1.5659999999999998,R,0.0,1.0
12643,CC Sabathia,Sinker,0.161,2.694,R,0.0,0.0
12644,CC Sabathia,Changeup,-0.688,1.16,R,0.0,1.0
12645,CC Sabathia,Changeup,-0.012,0.929,R,1.0,1.0
12646,CC Sabathia,Sinker,-0.182,1.976,R,2.0,1.0
12647,CC Sabathia,Slider,-0.965,2.169,R,0.0,0.0
12648,CC Sabathia,Sinker,0.727,2.187,R,0.0,1.0
12649,CC Sabathia,4 Seam Fastball,1.091,3.095,R,0.0,0.0
12650,CC Sabathia,Changeup,0.054000000000000006,1.2,R,0.0,1.0
12651,CC Sabathia,Slider,-0.777,1.521,R,0.0,0.0
